Organization Name,Industries,Description,CB Rank,Min Revenue,Max Revenue,Operating Status,Founded Date,Closed Date,Company Type,isWebsite,isTwitter,isFacebook,isLinkedIn,isContactEmail,isPhoneNumber,Number of Articles,Industry Groups,Number of Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Total Funding Amount Currency (in USD),Number of Lead Investors,Number of Investors,Number of Acquisitions,makeAcquisition,wasAcquisition,IPO Status,Number of Events,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,Country,City,State,Headquarters Regions,isInTop100
Ormigga,"Machine Learning, Marketing, Procurement, SaaS, Supply Chain Management",A lean procurement outsourcing service enabled by machine learning and gamification,"88,253",0,1000000,Active,01/02/2017,,For Profit,1,1,1,1,1,1,0,"Artificial Intelligence, Data and Analytics, Sales and Marketing, Software, Transportation",1,0-50,1,Seed,01/06/2018,150000,1,1,0,0,0,Private,0,50,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Vendty,"E-Commerce, Point of Sale, Restaurants","Vendty is a cloud-based POS system for retail stores and restaurants, with integrated ecommerce","88,906","1,000,000",10000000,Active,15/05/2015,,For Profit,1,1,1,0,1,1,6,"Commerce and Shopping, Food and Beverage",0,1001-2000,1,,15/06/2015,50000,0,1,0,0,0,Private,0,24,0,0,28,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
VincuVentas,"Analytics, Artificial Intelligence, Big Data, Commercial, CRM, Human Resources, Information Technology, Recruiting, Staffing Agency",Using data-driven matching to revolutionize recruitment in Latin America.,"88,983",0,0,Active,01/01/2014,,For Profit,1,1,1,1,1,1,0,"Administrative Services, Artificial Intelligence, Data and Analytics, Information Technology, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",5,0-50,5,Seed,01/03/2019,1241000,1,2,0,0,0,Private,0,19,0,0,10,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Frank de Paula,"Coffee, Consumer Electronics, Electronics",Frank de Paula offers an easier way to make better Coffee through its product FrankOne.,"89,639",0,0,Active,31/01/2019,,For Profit,1,0,1,0,1,0,1,"Consumer Electronics, Food and Beverage, Hardware",1,1001-2000,1,,17/10/2019,166534,0,0,0,0,0,Private,0,10,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Kindery,"Apps, Comics, Education",Teaching the kids first reading skills.,"89,738","1,000,000",10000000,Active,24/04/2013,,For Profit,1,1,1,0,1,0,1,"Apps, Consumer Goods, Education, Software",3,1001-2000,2,,01/07/2014,85686,0,1,0,0,0,Private,0,10,0,0,12,0,0,Colombia,Garzón,Huila,Latin America,0
Enmedio,"Broadcasting, Communications Infrastructure, Digital Media, Social Media, Telecommunications",Enmedio offers digital media communication services.,"89,806","10,000,000",50000000,Active,01/01/2006,,For Profit,1,1,1,1,1,1,0,"Hardware, Internet Services, Media and Entertainment, Video",2,101-250,1,,07/07/2015,4000000,1,1,0,0,0,Private,0,7,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Contratan.do,"B2B, Search Engine, Software",Contratan.do develops and operates an online platform,"90,017",0,1000000,Active,01/01/2011,,For Profit,1,1,1,1,1,1,1,"Internet Services, Other, Software",5,1001-2000,1,Seed,01/06/2013,47784,1,1,0,0,0,Private,0,1,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Fináncialo Mejor,"E-Commerce, FinTech, Marketplace",Somos un marketplace en el que personas y entidades financieras podrán encontrar productos de crédito.,"90,250",0,0,Active,01/04/2018,,For Profit,1,0,0,0,1,0,0,"Commerce and Shopping, Financial Services",0,0-50,1,Seed,01/06/2019,150000,0,0,0,0,0,Private,0,14,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Sammu,"Computer, SaaS, Software",Sammu is a SAAS that allows the collection of information and the control of production plants through mobile devices in real time.,"90,335",0,0,Active,01/03/2017,,For Profit,1,0,1,1,1,0,0,"Consumer Electronics, Hardware, Software",2,1001-2000,2,Seed,17/01/2019,80000,1,1,0,0,0,Private,0,25,0,0,0,0,0,Colombia,Medellín,Antioquia,Latin America,0
Tribo,"Apps, Consumer, Consumer Reviews, Market Research, Social",Recommendations that match your taste,"91,104","1,000,000",10000000,Active,01/02/2017,,For Profit,1,1,1,1,1,1,5,"Apps, Commerce and Shopping, Community and Lifestyle, Data and Analytics, Design, Other, Software",3,1001-2000,2,Seed,01/06/2017,150000,0,1,0,0,0,Private,1,42,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
StartBull,"Financial Services, Internet, Social Media, Social Network","StartBull enables individuals to invest in capital markets by providing an exchange simulator, educational articles, and competitions. Rafa","92,011",0,0,Active,01/01/2011,,For Profit,1,1,1,1,1,1,0,"Financial Services, Internet Services, Media and Entertainment",3,1001-2000,5,Seed,01/07/2014,402215,1,1,0,0,0,Private,0,3,0,0,10,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
We Are Content LLC,"Content, Marketplace, Online Portals",We are the most important content marketplace in the Hispanic Market,"92,600",0,1000000,Active,01/01/2015,,For Profit,1,1,1,1,1,1,0,"Commerce and Shopping, Internet Services, Media and Entertainment",2,1001-2000,1,Seed,01/02/2015,300000,0,0,0,0,0,Private,0,52,0,0,24,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Soy Startup Latam,"EdTech, Education, Information Technology, Software",Online Startup School with Spanish-first content for Latin American Founders,"92,821",0,0,Active,01/06/2020,,For Profit,1,0,0,1,1,0,0,"Education, Information Technology, Software",2,1001-2000,1,Seed,01/01/2021,27000,0,0,0,0,0,Private,0,15,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
SafeTalpa,"Cloud Security, Cyber Security, Financial Services, FinTech, IaaS, Information Technology",Saving organizations from online financial fraud,"92,975",0,0,Active,01/01/2018,,For Profit,1,0,0,0,1,0,6,"Financial Services, Information Technology, Privacy and Security, Software",2,1001-2000,5,Seed,15/07/2019,47950,1,4,0,0,0,Private,1,11,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Betriax,"Financial Exchanges, Financial Services, FinTech, Marketplace, Peer to Peer",Peer-to-peer Spot Foreign Exchange Marketplace for SME companies in Latin America. We believe in transparency and efficiency.,"94,451",0,0,Active,14/08/2018,,For Profit,1,1,1,1,1,0,3,"Commerce and Shopping, Financial Services, Lending and Investments, Other",1,1001-2000,1,Seed,31/07/2019,40000,0,1,0,0,0,Private,0,19,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Agros,"Agriculture, Database, Software",Agros is specialize in AgroInteligencia that provides solutions for Online Monitoring and Data Analysis of the production,"94,598",0,1000000,Active,01/01/2013,,For Profit,1,0,1,0,1,1,0,"Agriculture and Farming, Data and Analytics, Software",0,101-250,1,,22/11/2019,250000,1,1,0,0,0,Private,0,10,0,0,0,0,0,Colombia,Perú,Valle del Cauca,Latin America,0
Sarta,"Fashion, Lifestyle, Shopping",Contact us for our exclusive showroom go and rent the dress you choose.,"95,844",0,1000000,Active,01/07/2012,,For Profit,1,0,1,1,1,1,0,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design",0,1001-2000,2,Seed,01/06/2014,205284,1,1,0,0,0,Private,0,0,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Loopa,"E-Learning, EdTech, Education, Edutainment, Internet, Robotics, Software, Training",Learn programming through interactive courses.,"96,267",0,0,Active,01/01/2016,,For Profit,1,1,1,0,1,1,0,"Education, Hardware, Internet Services, Media and Entertainment, Science and Engineering, Software",0,1001-2000,1,Seed,01/06/2016,20000,0,0,0,0,0,Private,1,27,0,0,7,0,0,Colombia,Cali,Valle del Cauca,Latin America,0
Omni,"Automotive, Freight Service, Logistics, Transportation",Transport services in Colombia.,"96,984",0,0,Active,07/06/2012,,For Profit,1,0,0,0,1,0,0,Transportation,0,1001-2000,2,Seed,05/03/2018,50000,1,1,0,0,0,Private,0,16,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Izzy Money,"Finance, Mobile, Mobile Apps",Izzy Money provides a mobile platform for managing money and cost control.,"97,116",0,0,Closed,01/01/2012,,For Profit,1,1,1,0,0,0,0,"Apps, Financial Services, Mobile, Software",0,0-50,1,Seed,01/09/2013,46913,1,1,0,0,0,Private,0,1,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Appflow,"Business Development, Information Services, Information Technology, SaaS, Software, Web Design","Appflow allows companies to automate business processes, no coding required.","98,362",0,1000000,Active,01/02/2014,,For Profit,1,0,0,1,0,0,1,"Design, Information Technology, Professional Services, Software",1,1001-2000,1,,01/02/2017,100000,0,1,0,0,0,Private,0,11,0,0,14,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Ekkofy,"Advertising, Marketing, Marketing Automation, Mobile Apps, Software",Referral Ekkosystem - WOM an referral Social Platform.,"98,447",0,0,Active,03/10/2019,,For Profit,1,0,0,1,0,1,0,"Advertising, Apps, Mobile, Sales and Marketing, Software",1,1001-2000,1,Seed,15/02/2020,150000,0,0,0,0,0,Private,0,27,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Vosavos,"Child Care, Recruiting",Vosavos is an online platform that enables individuals to recruit certified house cleaners.,"98,796","10,000,000",50000000,Active,01/01/2013,,For Profit,1,1,1,1,1,1,0,"Health Care, Professional Services",3,1001-2000,2,Seed,01/04/2015,372750,1,1,0,0,0,Private,0,4,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Mis Finanzas Personales,"FinTech, Personal Finance",PFM - Fintech,"99,483",0,0,Active,22/01/2020,,For Profit,1,1,1,1,1,1,0,Financial Services,1,1001-2000,1,Seed,22/01/2020,10000,1,1,0,0,0,Private,0,52,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Franquicias LATAM,Lead Generation,Lead Generation for Businesses and Franchises,"99,834",0,0,Active,01/01/2014,,For Profit,1,0,1,1,1,1,0,Sales and Marketing,1,0-50,1,Seed,08/08/2015,250000,1,1,0,0,0,Private,0,25,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Nibi,"Social Entrepreneurship, Software",Connecting people and companies with impact actions building sustainable habits in LATAM,"100,448",0,0,Active,06/12/2018,,For Profit,1,0,1,1,1,1,0,"Community and Lifestyle, Software",1,1001-2000,2,Seed,09/09/2019,35000,1,1,0,0,0,Private,0,39,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
TrendyTrade,"Data Mining, Financial Services, FinTech",Financial market data meets crowd sourced sentiment analysis. Find the trendiest trades and smart insights to smarten up your investment.,"100,720",0,0,Active,01/01/2015,,For Profit,1,1,1,1,1,0,4,"Data and Analytics, Financial Services, Information Technology",2,1001-2000,1,Seed,10/09/2015,260000,0,0,0,0,0,Private,1,8,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Protraffic,"Blockchain, Intelligent Systems, Internet of Things, Transportation",Protraffic is the second largest company in the Colombian road safety industry.,"101,673",0,0,Active,01/01/2012,,For Profit,1,1,0,1,1,1,7,"Artificial Intelligence, Data and Analytics, Internet Services, Other, Science and Engineering, Transportation",1,0-50,2,Seed,01/12/2018,450000,0,1,0,0,0,Private,0,17,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
INplaza,"Artificial Intelligence, B2B, Blockchain, Cryptocurrency, E-Commerce Platforms, Logistics, Machine Learning, Trading Platform",INplaza is a blockchain technology company that focuses on international trade.,"102,405",0,0,Active,07/09/2016,,For Profit,1,1,1,1,1,0,1,"Artificial Intelligence, Commerce and Shopping, Data and Analytics, Financial Services, Internet Services, Lending and Investments, Other, Payments, Science and Engineering, Software, Transportation",2,0-50,1,Seed,31/03/2017,288000,0,0,0,0,0,Private,0,8,0,0,13,0,0,Colombia,Medellín,Antioquia,Latin America,0
DATELLIGENCE,"Cloud Data Services, Data Mining, Data Visualization, Enterprise Applications",Data Visualization over legacy SQL and NoSQL Databases. Data Science as a Service.,"102,664","1,000,000",10000000,Active,10/01/2005,,For Profit,1,1,0,1,1,1,5,"Apps, Data and Analytics, Design, Information Technology, Internet Services, Software",2,1001-2000,2,Seed,19/10/2016,650000,0,0,0,0,0,Private,0,15,0,0,4,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
KADU Collect,"E-Commerce, Payments, Transaction Processing",KADU enables 560 million Latin Americans to pay by cash in global ecommerce. Credit Cards only enable 40 million.,"104,898","1,000,000",10000000,Active,13/07/2013,,For Profit,1,1,1,0,0,0,0,"Commerce and Shopping, Financial Services, Payments, Software",1,0-50,3,Seed,01/07/2014,500000,0,1,0,0,0,Private,0,8,0,0,0,0,0,Colombia,Medellín,Antioquia,Latin America,0
Tuseguro.com,Financial Services,"An online insurance broker operating in Latin America, providing innovative, complete, high quality brokerage services.","106,498",0,0,Active,01/01/2013,,For Profit,1,1,0,0,1,1,0,Financial Services,3,1001-2000,1,Seed,01/01/2017,1000000,0,0,0,0,0,Private,0,19,0,0,4,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
EFY EASY FOR YOU,"Beauty, Personal Health, Wellness",App de servicios de belleza a domicilio que conecta profesionales de belleza con clientes que necesitan sus servicios donde y cuando deseen.,"108,875",0,0,Active,15/01/2018,,For Profit,1,0,1,1,1,1,0,"Consumer Goods, Health Care",1,1001-2000,1,Seed,15/01/2018,50000,1,2,0,0,0,Private,0,51,0,0,16,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Dash,"Computer Vision, E-Learning, Education, Online Portals, Video","Service designed to effectively train your field staff. The online service includes videos, learning evaluations and student tracking.","111,307",0,0,Active,01/07/2014,,For Profit,1,1,1,0,1,0,1,"Education, Hardware, Internet Services, Media and Entertainment, Software, Video",1,0-50,1,Seed,01/07/2016,64000,0,1,0,0,0,Private,0,29,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
MOONBLOCK,"Artificial Intelligence, Blockchain, Cryptocurrency, Financial Services, FinTech, Information Technology, Machine Learning, Software","MOONBLOCK develops all the professional tools you need to trade in the CRYPTO market, in one single platform.","111,437",0,0,Active,01/01/2018,,For Profit,1,1,1,1,1,1,0,"Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Other, Payments, Science and Engineering, Software",1,1001-2000,1,Seed,15/03/2018,150000,0,0,0,0,0,Private,0,1,0,0,0,0,0,Colombia,Medellín,Antioquia,Latin America,0
dondoctor,"Health Care, Software",Dondoctor is an online scheduling and telemedicine for clinics and hospitals.,"112,555",0,0,Active,01/01/2014,,For Profit,1,0,0,1,1,1,0,"Health Care, Software",1,0-50,1,Seed,01/07/2020,800000,0,0,0,0,0,Private,0,0,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Bluma,"Beauty, Wellness",Bluma is a technology platform that allows beauty-conscious contemporary women to save time by having their on-demand beauty needs.,"115,144",0,1000000,Active,01/06/2018,,For Profit,1,0,1,0,1,0,0,"Consumer Goods, Health Care",0,1001-2000,1,Seed,01/08/2018,70000,0,0,0,0,0,Private,0,31,2,45,0,0,0,Colombia,Medellín,Antioquia,Latin America,0
Cositas de España,E-Commerce,Cositas de España is an e-commerce dedicated to sell clothes from European firms in the Latin American market.,"117,499",0,0,Active,04/11/2015,,For Profit,1,0,1,0,0,0,0,Commerce and Shopping,0,0-50,1,,17/05/2017,120807,0,1,0,0,0,Private,0,5,0,0,0,0,0,Colombia,Madrid,Distrito Especial,Latin America,0
MENTe Labs,"Analytics, Artificial Intelligence, Big Data, Business Intelligence, Machine Learning",Company specializing in human behavior analysis using algorithms and artificial intelligence to profile people.,"118,191",0,0,Active,01/01/2017,,For Profit,1,1,1,1,1,1,0,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1,1001-2000,1,Seed,01/10/2017,170000,0,1,0,0,0,Private,0,23,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Vennta.com,"Advertising, Commercial Real Estate, Real Estate, Real Estate Investment","We are accelerating the real estate sales of new and used properties in Bogotá, Medellín and Cartagena.","119,972",0,0,Active,01/10/2019,,For Profit,1,0,1,1,1,1,0,"Advertising, Financial Services, Real Estate, Sales and Marketing",1,1001-2000,1,Seed,04/10/2019,10000,1,1,0,0,0,Private,0,29,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Protesis Avanzadas SAS,"3D Technology, Hospital, Medical, Medical Device","Prótesis Avanzadas SAS is a company dedicated to de design, manufacture and merchandise of robotic prosthetic arm..","120,500","1,000,000",10000000,Active,15/07/2015,,For Profit,1,1,1,1,1,1,0,"Hardware, Health Care, Software",0,1001-2000,2,Seed,24/08/2019,250000,0,0,0,0,0,Private,0,21,0,0,0,0,0,Colombia,Medellín,Antioquia,Latin America,0
iFut,"Analytics, Apps, Big Data, Data Mining, Data Visualization, Soccer, Sports",iFut analyses youth athletes' data through a soccer tournament management application.,"121,390",0,0,Active,30/07/2016,,For Profit,1,0,0,0,1,1,0,"Apps, Data and Analytics, Design, Information Technology, Software, Sports",3,1001-2000,1,Seed,01/09/2018,24659,0,0,0,0,0,Private,0,19,0,0,0,0,0,Colombia,Brasilia,Distrito Especial,Latin America,0
Trivoro,"E-Commerce, Retail, Retail Technology","Meat, Fruits and Vegetables, Offline and Online Retailer,","121,924",0,1000000,Active,15/01/2018,,For Profit,0,1,0,0,1,1,0,"Commerce and Shopping, Hardware, Software",2,1001-2000,3,Seed,01/06/2019,275000,1,1,0,0,0,Private,0,0,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Fleck - The Bigger Picture,"Communities, E-Commerce, Internet, iOS, Music, News, Photo Sharing, Web Design","Daily, curated inspiration from a global community of artists, designers and makers. Free for iOS at getfleck.com/download","125,366",0,1000000,Active,01/01/2012,,For Profit,1,1,1,0,1,0,0,"Commerce and Shopping, Community and Lifestyle, Content and Publishing, Design, Internet Services, Media and Entertainment, Mobile, Music and Audio, Platforms, Software",2,1001-2000,2,Seed,01/06/2014,60000,0,2,0,0,0,Private,0,11,2,0,9,0,0,Colombia,Medellín,Antioquia,Latin America,0
Mi Plaza,"Delivery, E-Commerce, Food Delivery, Grocery, Internet",Online Hard Disccount Supermarket,"125,927",0,0,Active,01/10/2017,,For Profit,1,0,1,0,1,1,0,"Administrative Services, Commerce and Shopping, Food and Beverage, Internet Services, Transportation",2,1001-2000,1,Seed,01/02/2018,7000,0,0,0,0,0,Private,0,52,0,0,0,0,0,Colombia,Valledupar,Cesar,Latin America,0
Ocico Pet Care,"E-Commerce, Pet",Ocico.co one of the biggest ecommerce of pet products in Colombia,"127,987",0,0,Active,04/05/2015,,For Profit,1,0,1,0,1,0,0,"Commerce and Shopping, Community and Lifestyle",0,1001-2000,1,Seed,05/05/2015,100000,0,0,0,0,0,Private,0,43,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Om3ga solution,"Advertising, Marketing, Web Design","Om3ga solution provides services in design, digital marketing and advertising.","129,492",0,0,Active,01/01/2016,,For Profit,1,1,1,1,1,1,0,"Advertising, Design, Sales and Marketing",0,1001-2000,1,Seed,19/12/2018,34159,1,1,0,0,0,Private,0,33,0,0,0,0,0,Colombia,Montenegro,Quindio,Latin America,0
Fútbol Fit Club,"Health Care, Sports, Wearables",Football FitClub® is a fitness training firm that gives fitness training to improve like a professional football player.,"131,440",0,1000000,Active,05/05/2015,,For Profit,1,1,1,0,1,1,2,"Consumer Electronics, Hardware, Health Care, Sports",1,1001-2000,1,Seed,20/09/2015,70000,0,1,0,0,0,Private,0,24,0,0,10,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Vivexcel,"E-Commerce, News, Social Media",Tienda Online de Diseño para Decoración y Regalos,"131,577",0,1000000,Active,01/01/2012,,For Profit,1,1,1,0,1,1,0,"Commerce and Shopping, Content and Publishing, Internet Services, Media and Entertainment",1,0-50,1,Seed,15/07/2012,80000,0,1,0,0,0,Private,1,63,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Thought Network S.A.S,"Apps, Content, Data Visualization, Digital Media, Information Services, Internet, Software",Organize your digital life. Your Way,"131,782",0,0,Closed,01/01/2011,,For Profit,1,1,1,0,1,0,0,"Apps, Data and Analytics, Design, Information Technology, Internet Services, Media and Entertainment, Software",2,1001-2000,1,Seed,01/07/2012,50138,1,1,0,0,0,Private,0,15,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Vitaclick,"Health Care, Information Technology, Web Design, Web Development",Vitaclick is a online doctor appointment scheduling platform,"133,489",0,0,Closed,01/01/2013,01/01/2017,For Profit,1,0,0,0,0,0,0,"Design, Health Care, Information Technology, Software",1,1001-2000,1,,01/06/2016,35000,0,1,0,0,0,Private,0,4,0,0,11,0,0,Colombia,Chía,Cundinamarca,Latin America,0
OFERTALDIA,"E-Commerce, Local",Ofertaldia enables its users to receive available offers and deals on their smartphones based on their preferences and geo-localization.,"135,299","1,000,000",10000000,Active,01/02/2011,,For Profit,1,1,1,1,0,0,0,"Commerce and Shopping, Sales and Marketing",1,0-50,2,Seed,01/06/2012,280000,0,1,0,0,0,Private,0,16,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
PanTrek,"Transportation, Travel",Search engine for booking inter-city bus tickets,"135,886",0,1000000,Active,01/04/2015,,For Profit,1,1,1,1,1,0,7,"Transportation, Travel and Tourism",3,1001-2000,1,Seed,03/12/2015,25000,1,1,0,0,0,Private,1,6,0,0,9,0,0,Colombia,Medellín,Antioquia,Latin America,0
Granos Andinos de Colombia,"Agriculture, AgTech",Granos Andinos de Colombia serves as a supplier of quinoa products in Colombia.,"138,041",0,0,Active,01/01/2014,,For Profit,1,0,0,0,1,1,0,Agriculture and Farming,1,0-50,1,Seed,30/07/2015,67000,0,1,0,0,0,Private,0,10,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Medpike,"Fitness, Health Care, Medical",MedPike is a cloud-based application that connects ambulatory doctors to the daily life of their patients.,"139,058",0,0,Active,01/01/2014,,For Profit,1,1,1,0,0,0,0,"Health Care, Sports",1,1001-2000,1,,21/05/2014,18931,0,1,0,0,0,Private,0,21,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
PTK S.A.S.,"CRM, E-Commerce, E-Commerce Platforms","PTK develops enterprise solutions that help companies automatize processes and optimize their vending processes like WMS, SAP and Ecommerce.","139,662","1,000,000",10000000,Active,14/08/2009,,For Profit,1,1,1,1,1,1,0,"Commerce and Shopping, Information Technology, Internet Services, Sales and Marketing, Software",1,0-50,1,Seed,01/10/2015,400000,0,0,0,0,0,Private,1,17,0,0,6,0,0,Colombia,Cali,Valle del Cauca,Latin America,0
Usetime,"Apps, Internet, SaaS, Software",Usetime is an application that manages productivity and projects involving staff and remote attendance.,"140,787",0,1000000,Active,01/01/2013,,For Profit,1,1,1,1,1,1,0,"Apps, Internet Services, Software",1,1001-2000,1,,01/08/2014,40872,0,1,0,0,0,Private,0,31,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Mobii,"Apps, Real Estate",Mobii is a webapp specifically designed for real estate agents,"143,476",0,1000000,Active,01/01/2014,,For Profit,1,1,1,1,0,0,0,"Apps, Real Estate, Software",3,1001-2000,1,Seed,01/06/2014,40000,0,1,0,0,0,Private,0,1,0,0,8,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
tuta.co,"Apps, E-Commerce, Marketplace, Online Portals","tuta.co is an online marketplace for users to buy, sell, and request for creative and strange services.","145,529",0,0,Closed,15/02/2012,30/03/2014,For Profit,1,1,1,0,1,1,1,"Apps, Commerce and Shopping, Internet Services, Software",2,1001-2000,1,Seed,01/08/2012,50000,0,1,0,0,0,Private,0,21,0,0,4,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Eslik,"Internet, Security, Tourism, Travel",An app for preventive protection in Colombia,"146,718",0,0,Active,13/11/2014,,For Profit,1,0,1,0,1,1,0,"Internet Services, Privacy and Security, Travel and Tourism",1,1001-2000,1,,01/04/2015,500000,0,0,0,0,0,Private,0,9,0,0,8,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
codetag,"Career Planning, Education, Skill Assessment, Software",Codetag is a platform that enables code developers to measure and improve their programming skills.,"147,626",0,0,Closed,09/08/2012,30/03/2014,For Profit,1,1,1,0,1,1,0,"Education, Professional Services, Software",4,0-50,1,Seed,11/09/2012,50000,0,1,0,0,0,Private,0,23,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Houstronomy,,Technological platform that unites users with people willing to provide and teach food services in their homes,"147,969",0,0,Active,04/09/2019,,For Profit,1,0,0,0,0,0,0,,1,1001-2000,1,Seed,30/09/2019,100000,0,0,0,0,0,Private,0,0,0,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
SinRopa,"E-Commerce, Sex Industry",SinRopa is a subscription service promoting safe sex and new experiences for couples.,"156,153",0,0,Active,10/07/2015,,For Profit,1,0,1,1,1,1,10,"Commerce and Shopping, Community and Lifestyle",1,1001-2000,1,,06/12/2016,35000,0,1,0,0,0,Private,0,11,0,0,0,0,0,Colombia,Cali,Valle del Cauca,Latin America,0
Tus reQRdos,"Digital Media, Social Media, Social Network","TusReQRdos is the site where you can create an ""Online Memory"" to honor and remember the lives of your loved ones.","156,877",0,0,Active,01/03/2014,,For Profit,1,1,1,1,1,1,4,"Internet Services, Media and Entertainment",3,1001-2000,1,Seed,01/03/2014,25000,0,1,0,0,0,Private,0,7,0,0,4,0,0,Colombia,Medellín,Antioquia,Latin America,0
NUA Technology,Information Technology,NUA Technology is a family of products as a service that allows companies to improve customer service in an agile and efficient way.,"159,385",0,0,Active,10/01/2018,,For Profit,1,1,1,1,1,0,0,Information Technology,2,1001-2000,1,Seed,01/08/2019,40000,0,0,0,0,0,Private,0,23,0,0,7,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
StartupCali,"Marketplace, Product Design, Real Estate",StartupCali is a website where web designers and marketers can network and collaborate.,"164,346",0,0,Closed,,31/12/2016,For Profit,1,1,1,0,1,0,0,"Commerce and Shopping, Design, Real Estate",4,51-100,1,Seed,01/09/2014,40000,1,1,0,0,0,Private,0,7,0,0,3,0,0,Colombia,Cali,Valle del Cauca,Latin America,0
Downloadperu.com,"News, Publishing","Downloadperu.com designs and develops a platform for digital publishing, consulting, and distribution.","165,405",0,0,Active,01/01/2013,,For Profit,1,1,1,0,0,0,0,"Content and Publishing, Media and Entertainment",0,1001-2000,2,,01/04/2015,92938,0,1,0,0,0,Private,0,5,0,0,0,0,0,Colombia,Perú,Valle del Cauca,Latin America,0
Oppten,"Consulting, Information Services, Recruiting","Oppten busca de forma automatica las oportunidades de contratacion de los portales estatales, las analiza y notifica a las micro, pequeña,","168,945","1,000,000",10000000,Active,01/01/2012,,For Profit,1,1,1,1,1,0,0,"Information Technology, Professional Services",2,1001-2000,1,Seed,01/03/2013,25000,0,1,0,0,0,Private,0,3,0,0,5,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
Cingle,"Apps, Dating, Information Technology","Cingle is an app to find, meet and share virtual drinks with singles at nightclubs","169,371",0,0,Active,01/02/2016,,For Profit,1,1,1,1,1,1,0,"Apps, Community and Lifestyle, Information Technology, Software",1,1001-2000,1,,15/03/2016,35000,0,0,0,0,0,Private,1,4,1,0,0,0,0,Colombia,Bogotá,Distrito Especial,Latin America,0
